titulo,valor
De Salém à Brasília o Que Vale é a Bruxaria,45
Nos Passos do Compasso,45
"Mercedes Baptista, de passo a passo, um passo",45
"A Águia Voa Para o Futuro, que Legal! É Bienal no Carnaval",45
"Prestes, o cavaleiro da esperança",45
São Paulo no Coração do Brasil. Parabéns pra Você,45
"Dos malandros e das madames: Lapa, a estrela da noite carioca",45
"Pra todo mal, a cura. Quem canta seus males espanta!",45
Utopias,45
"Me digas o que calças, que eu te direis quem és",45
Nostradamus,45
Garotos do Tucuruvi,45
Dona Ivone Lara: O enredo do meu samba,45
"Mazzaropi, o adorável caipira ",45
São Saruê,45
Poços de Caldas: Derrama sobre a terra suas águas milagrosas,45
"Trazendo para os braços do povo o coração do Brasil, a X",45
"São Paulo, olhai por nós!",45
Abre,45
"A Indústria que Manipula o Ferro, é a Mãe de Todas as Outras!",45
"Como vai, vai bem? Veio a pé ou veio de trem?",45
"Sob Um Manto de Amor e Paz, Sou Leandro de Itaquera Desfilando o Vermelho e Branco no Meu Carnaval",45
É Melhor Ler...O Mundo COlorido de Um Maluco Genial,45
Abram,45
Aço,45
Dos Campos de Piratininga à Grande Metrópole. A História de São Paulo em Monumentos,45
"São Paulo, 450 Anos. No Palco da Cultura que Artista Sou Eu",45
"A taça da felicidade, uma viagem pelos sentidos, a delícia do sorvete",45
"A vida como ela é, bonita mas ordinária... Assim falou Nelson Rodrigues",45
O esplendor da África no reinado da folia,45
Água para prover a vida,45
O dragão do mar e a lenda do Ceará,45
O beijo moleque da São Clemente,45
Corumbá – Ópera Tupi Guaikuru,45
Irashai,45
"Microcosmos: O que os olhos não vêem, o coração sente",45
"A pedra que canta, também samba. Intanhaém, hoje a pérola é você",45
"A onça vai beber água. Jaguariúna, desenvolvimento e qualidade de vida nos trilhos do tempo.",45
Sonho e Realidade no Mundo do Circo,45
"Cacau um grão precioso que virou chocolate, e sem dúvida. se transformou no melhor presente!",45
Vamos Tirar o Brasil da Gaveta,45
A folia no mundo,45
Banzai Vai,45
"Chica convida...no palácio da Nenê, a festa é para você!",45
Minha missão. O canto do povo. João Nogueira,45
E Por Falar em Saudade...,45
Santos Dumont,45
Barrados no baile,45
Mistura de sabores e raças: Uma feijoada á brasileira,45
E a magia da sorte chegou,45
"Sou Caipira e Caiçara Iluminado da Terra Encantada e do Rio sagrado, Sou Cone Leste Paulista com a Benção de Nossa Senhora Aparecida",45
O dono da terra,45
Corsario,45
"São Paulo dá Samba, Olha aí o Nosso Carnaval!",45
"O espetáculo vai começar, Pérola Negra apresenta O Auto da Compadecida",45
A seiva da vida,45
O triunfo da América,45
De Três Corações A Coroação. Quem sou eu? Rei Pelé,45
O tempo que o tempo tem,45
"O sonho comanda a vida, quando o homem sonha o mundo avança. A fantástica velocidade da roda para a evolução humana. É pura adrenalina!",45
Sonhar com o rei dá leão,45
Eu Também Sou Imortal,45
O reencontro entre o céu e a terra no Reino de Alá Àfin Oyó,45
O povo da Terra está abusando. O aquecimento global vem aí.. A Vida boa e sustentável pede passagem,45
"O povo conta a sua história: ""Saco vazio não pára em pé"" ",45
O mundo em carnaval,45
"Itu, Fidelíssima Terra de Gigantes",45
Gente humilde,45
O mundo de barro de Mestre Vitalino,45
O intrépido santo guerreiro,45
"Anchieta, José do Brasil",45
"O glorioso Nilton Santos... Sua bola, sua vida, nossa Vila...",45
"Brasil Se Deus é por nós, quem será contra nós",45
Sabendo Usar... Não Vai Faltar!,45
"De Santo Antônio de Sá ao Pólo Petroquímico, Itaboraí... Uma terra abençoada!",45
Do Além,45
Barão de Mauá,45
Asas da Fascinação,45
"Serra acima, rumo à Terra dos Coroados",45
"Paz na terra, aos homens de boa vontade",45
Um vôo da águia como nunca se viu! Também somos folclore do nosso Brasil,45
Paz e Amor... Bicho,45
As Cinco Deusas Encantadas Na Corte do Rei Gavião,45
"Sertanista e Indigenista Sim, Mas Por Que Não Orlando Villas Bôas",45
"Salgueiro, minha paixão, minha raiz ",45
"Majestades do samba, os defensores do meu pavilhão",45
Tá na Mesa! CEAGESP é Fome Zero,45
Boi voador sobre o Recife: Cordel da Galhofa Nacional,45
"Pará, a Heróica História de Nossa História, Berço Cultural de Nosso Povo",45
As Sombras da Folia em Alto Astral,45
"Participei da Criação, Colaborei Para o Progresso, às Vezes Me Utilizam Para Destruição, Quando Me Uno a Outra, Selo a Paz e a União! Mãos!",45
Piê,45
Mamma Bahia,45
Parque dos desejos,45
"A Força infinita da criação, Vila Maria feita a mão",45
Carrossel de Ilusões,45
"A Fé do Homem do Campo em Cultivar, Ensinar e Aprender",45
"Tô No Jogo, Me Respeite!",45
Um por todos e todos por um,45
Um mouro no quilombo: Isto a história registra,45
Do toque do criador à cidade saudável do Brasil,45
"Salve Salve São Bernardo, Pedaço do Meu Brasil",45
"Do paraíso sonhado, um sonho realizado ",45
Fanatismo: Enigma da mente humana,45
Arco,45
Luma de Oliveira: Coração de um país em festa!,45
Não Calem a Minha Voz,45
"Pelas mãos do mensageiro do axé, a lição de Odu",45
Capão Bonito,45
"Arlindo, arlequins e querubins: Um carnaval no Paraíso",45
Salis Sapientiae,45
Do ventre da Terra à indomável cobiça do homem,45
A Diáspora Africana. Um Crime Contra Raça Humana,45
Falsa consideração,45
Um Rio à beira mar: ventos do passado em direção ao futuro!,45
Acorda Brasil! A saída é ter esperança,45
Made in Korea.,45
Ser Fiel é a alma do negócio,45
Um Voo da Águia Entre Dois Mundos,45
Aquaticópolis,45
Liberdade Ainda que Vai,45
Dona Bêja,45
Para sempre no seu coração,45
"Aceito Tudo, Quem Sou Eu... O Papel",45
"Oxente, O Que Seria da Gente Sem Essa Gente?",45
"Das Lágrimas de Iaty Surge o Rio, do Imaginário Indígena a Saga de Opara. Para os Olhos do Mundo um Símbolo de Integração Nacional Rio São Francisco",45
Se Vens a Minha Casa Com Deus no Coração. Senta,45
"Leandro de Itaquera faz a festa das periferias do Brasil para o Mundo. Salve, Salve nossa estrela Regina Casé!",45
Ouro Preto,45
Laços e Abraços no Mundo do Mercosul,45
Os loucos da praia chamada saudade,45
Os encantos da costa do Sol,45
Aos Mestres com Carinho! Mancha Verde Ensina Como Criar Identidade,45
Do Boi Místico ao Boi Real,45
X da Questão,45
Águia Radiante Com Um Pioneiro Das Comunicações João Jorge Saad,45
Exaltação A Mangueira,45
"Do Além Mar, a Herança Lusitana nos Une. Ora Pois... A X",45
Os condutores da alegria numa fantástica viagem aos Reinos da Folia,45
Continente negro,45
Posso Ser Inocente Debochado e Irreverente Afinal Sou o Riso Dessa Gente,45
Águas de Março,45
"Corinthians... minha vida, minha história, meu amor!",45
Decifra,45
"Salgueiro no Mar de Xarayés, é Pantanal, é Carnaval",45
Show Fantástico / Um Canto Em Yorubá,45
"Dom Obá II, Rei dos esfarrapados, Príncipe do povo",45
"Das sete curvas de um rio nasce a rua da cultura, religião, comércio e festas populares 25 de Março, isso é Brasil!",45
Aclamação e coroação do Imperador da Pedra do Reino,45
Decifra Me Ou Devoro Te: Apocalipse Quatro Cavaleiros Três Profecias E Quatro Segredos,45
Das Vinhas aos Vinhos,45
"Uma nova Angola se abre para o Mundo ! Em nome da paz, Martinho da Vila canta a liberdade !",45
"De Gama a Vasco, a epopeia da Tijuca",45
"A Revolta da Chibata. Luta, Coragem e Bravura! Minha História: João Cândido Um Sonho de Liberdade",45
Siderurgia Forte Constroi Mundo De Aço,45
Felicidade não tem preço,45
São Vicente. Aqui Começou o Brasil,45
Se pra ter diversidade basta viver com alegria Sorria! Pois São Paulo hoje é só harmonia!,45
"Tropicália da paz e do amor, o movimento que não acabou",45
Vou colocar teu nome na praça,45
Mar de Rosas,45
"Voa Águia, que Sampa é Toda Tua",45
A Coloninha Teve uma Boa Ideia! Salve Todos os Inventores,45
Corinthians... Meu Mundo é Você!,45
"Agradeço ao Índio que Cuidou, a Você que Desbravou e a Todos que Fizeram Crescer ",45
Sou Mais São Paulo... Ana Maria Braga Conta 450 Anos da Culinária Paulistana,45
É o amor...,45
"É festa, é feriado, é celebração. O Tigre comemora na avenida e exalta seu pavilhão. São 15 anos de paixão!",45
"Taí, eu fiz tudo pra você gostar de mim",45
"Hummm! É tempo de sorvete, do oriente ao ocidente, o alimento refrescante e nutritivo",45
O Berço da Civilização Iorubá,45
De um novo mundo eu sou e uma nova cidade será,45
"Da Antiguidade a Tecnologia Medicina, a Nobre Arte de Salvar Vidas",45
Clara Nunes,45
"Clara, Claridade... O Canto de Luz no Ylê da Mocidade",45
Força Brasil O Pais Que Surge Da Tinta Delira Num Carnaval De Cores,45
Com licença eu vou à luta,45
"Brasilia, Do Sonho à Realidade... Uma Homenagem de São Paulo aos 50 Anos da Capital Coração do Brasil",45
Rotary,45
Rosas,45
"Estação Primeira de Mangueira, Semente do Samba, União de Gente Bamba",45
Rildo Hora: A ópera de um menino... No toque do realejo rege o seu destino!,45
Viajar é preciso,45
"Nem melhor nem pior, que não sai da minha mente. Inspiração para o meu samba, eu também sou diferente",45
"Não corra, não mate, não morra,  pegue carona com a Mocidade! Educação no trânsito",45
Vila Maria Canta Encanta Com Minha História Cubatão a Rainha Das Serras,45
Eta Povo Pra Lutar,45
Rainha Sereia,45
"Em grandes sertões veredas, o elo perdido se achou... Piauí a terra do sol me encantou, com Frank Aguiar o rei do forró eu vou",45
A Nova Passarágua do samba orgulhosamente apresenta Festas e tradições paulistas sobre as águas de um Novo Tietê,45
60 anos,45
You Shook Me All Night Long,45
"Nas asas dos Gaviões, rumo ao portal dos sertões ",45
"Voei, Voei. Na Vila Aportei, Onde me Deram uma Coroa de Rei",45
Mãe Menininha do Gantois,45
"No Reinado da Folia o Povo Quer Ver Minha História, 50 Anos de Glórias Brindando a São Paulo",45
450 Anos de Fé. Um Encontro no Coração do Brasil,45
"Mães, ventre da vida essência do amor",45
São Luis do Maranhão,45
Tatuapé Somos Nós!,45
México,45
Verás que o filho fiel não foge a luta,45
E o Povo na Rua Cantando É Feito uma Reza um Ritual,45
"Hoje é domingo, é alegria. Vamos sorrir e cantar!",45
"Samba no pé e mãos ao alto, isto é um assalto!",45
"Bem Aventurados Sejam Os Perseguidos, Por Causa Da Justiça Dos Homens... Porque Deles É O Reino Dos Céus",45
"A Sedução me fez provar, me entregar à Tentação... Da Versão Original, qual será o final",45
Tem francesinha no salão... O Rio no meu coração!,45
Rosaessência,45
Cuíca de Ouro,45
"Na garrafa, no barril, salve a cachaça, patrimônio cultural do Brasil",45
"Nascidos Para Cantar e Também, Sambar",45
"Na ótica do meu Império, o foco é você",45
"De Volta ao passado, Uma Viagem Pela Rodovia do Futuro",45
"Eneida, o pierrôt está de volta!",45
"Teatro Amazonas, Manaus em Cena",45
Narciso Negro,45
Tellus Mater O Cio Da Terra,45
"Goytacazes... Tupy or not tupy, in a south american way!",45
Teimosias da imaginação,45
Nas ondas do rádio... Acorda Brasil para escutar! O show do Antônio Carlos está no ar,45
Bendita és tu entre as mulheres do Brasil,45
"Alô, Disque Camisa",45
Ribeirão Preto,45
O Cassino da Urca,45
Suprema Jinga,45
Reluz na constelação da Terceiro Milênio uma maravilha de estrela chamada Elke,45
"Negra, pérola mulher",45
"No Swing da Pompéia, Águia de Ouro Te Convida Pra Dançar",45
Na Folia com o Espírito Santo: O Espírito Santo Caprichou,45
"História, Cultura, Progressos Mil ",45
"És imortal... Ariano Suassuna, sua vida, sua obra, patrimônio cultural",45
Rocinha! Estou vidrado em você,45
O Caminho da Luz a Paz Universal,45
Não tem desculpa!,45
Com Todo o Gás! A Águia de Ouro é Fogo!,45
Breazail,45
"A União faz a força, com muita energia!",45
Estive Aqui! Lembrei,45
Renovar É Presico Pra Que O Viver Seja Possivel,45
Rabo de Foguete,45
"De poeta, carnavalesco e louco Todo mundo tem um pouco",45
"No reino da folia, cada louco com sua mania",45
Deus Fez O Homem De Barro e a Águia De Ouro: Brasil Feito A Mão,45
Ykamiabas,45
A Milenar Cultura de Um Povo: Quem tem Olho Grande Já Entra Na China,45
O Pão Nosso de Cada Dia Nos Dai Hoje,45
O Príncipe Encoberto ou a Busca de São Sebastião na Ilha de São Luís do Maranhão,45
Venda Com Arte Comércio Como Sua Principal Representação,45
Quem sou eu sem você?,45
"Non Ducor Duco, Qual É a Minha Cara?",45
O Que É O Que É,45
O Novo Espelho de Narciso. Um Delírio Sobre os Heróis da Mitologia Paulistana,45
Da Revolta dos Búzios a atualidade. A Nenê canta a igualdade!,45
"90 milhões em Ação, na Tristeza e na Felicidade",45
Quem é Você Café!,45
"A Rainha, a Noite Tudo Transforma",45
Quer Conhecer São Paulo Vem no Bixiga Pra Ver...,45
"Sou a Terra de Ismael, 'Guanabaran' eu vou cruzar... Pra você tiro o chapéu, Rio eu vim te abraçar",45
"o Brasil É Penta, R É 9 ",45
"Samba, Sombra e Água Fresca ",45
Pernambuco uma nação cultural,45
"Da sobrevivência a luxúria, da ilusão a alucinação. Dinheiro, mito, história e realidade",45
O Reino dos Justus,45
Da criação do Universo ao sonho eterno do Criador... eu sou o espelho e me espelho em quem me criou,45
"Entre Marchas, Galopes e Cavalgadas",45
"Sou Leandro, Sou Feliz, Sou Batuque, Minha Força é Minha Raiz, 25 Anos, Minha História Uma Locomotiva de Emoções",45
"Da chama da razão ao palco das emoções...sou a máquina, sou vida...sou coraçao pulsando forte na avenida!!",45
Deixa falar. A Estácio é isso ai! Eu visto esse manto e vou por ai...,45
Que chita bacana,45
"Cooperativismo, União para o Bem Comum. Uma Grande Nação se Faz com Cooperação",45
"O Que É, O Que É? Qualidade de Vida, Direito do Povo, Nos Sonhos de Um Sistema ""S""",45
"A benção, Vinícius",45
"Da arte do samba, nasci para a comunidade,defesa e essência, sou guerreira, sou Leci Brandão!",45
Choque de Ordem na folia,45
"Sangue da terra, videira da vida Um brinde de amor em plena avenida ",45
"Sambando, cantando e seguindo a canção. Vem, vamos embora para a festa da MPB",45
Glória Paulistana,45
"80 Anos de Arte e Euforia, “É Bom no Samba, É Bom no Couro” Salve o Duplo Jubileu de Carvalho",45
"Noa Circuito das Frutas, Estou de Bem com a Vida",45
Química,45
A Vila é Para Ti,45
"Rio, uma viagem alucinante!",45
Guiado por Surya pelos caminhos da India em busca da Pérola sagrada,45
A Saga Italiana em Terra Paulistana,45
Idéias e Paixões,45
"Nho João, Preto Velho Milagreiro e Profeta de Todos os Deuses Lá Pelas Bandas do Cafundó",45
O 4º Reino O Reino Do Absurdo,45
"Em Minhas Costas o Brasil Carreguei, nas Minhas Rodas o País Levantei....com o Futuro Eu Sonhei",45
Mário Lago,45
O Mundo Fantástico do Uirapurú,45
Glórias e Conquistas a Força Do Imperio Está No Salto Do Tigre,45
"Mulheres que brilham, a força feminina no progresso social e cultural do país",45
No transporte da alegria... Me leva Caprichosos no caminho da folia,45
Da Eterna Criança a Embaixador da Esperança,45
Com Mauricio De Souza a Unidos Do Peruche Abre Alas Abre Livros Abre Mentes e Faz Sonhar,45
Amazônia...conseguimos conquistar com o braço forte...do esplendor da Havea Brasiliensis à busca pela terra sem males,45
A Rainha Noite Tudo Transforma,44
Judia de Mim,44
Apoteose Ao Samba,44
Louco (Ela é Seu Mundo),44
Carolina,44
Festa Para Um Rei Negro (Samba Reizado) (Pega No Ganzé),44
De Paulo a Paulinho,44
Mulher Brasileira,44
Festa de Umbanda,44
Fantástica Nota 10,43
O Samba da minha Terra,43
Main Title (The Godfather Waltz),43
Pintura sem arte,43
Talismã,43
O Homem Do Pacoval / Sonhar Com Rei Dá Leão / Os Sertões / Arte Negra Na Legendária Bahia,43
Normalista,43
Diz Que Fui Por Ai,43
"Brasil, Berço Dos Imigrantes",43
Tempo de Don Don,43
Jeito Felino,43
Bebete Vãobora,43
Samba de Arerê / Zé do Caroço,43
Jéssica,43
A Beleza É Você Menina,43
Lua De Ogum,42
Rei Por um Dia,42
"Palmares, Raiz da Liberdade / Sete Cidades / Orum",42
Ainda Bem,42
Ritmo 4,42
Paixão de Trovador,41
Sem Compromisso,41
Um Bom Perdedor (Un Buen Perdedor),41
Ritmo 7,41
Entreolhares (The Way You're Looking at Me) (feat. John Legend),41
Negro,41
Ritmo 3,41
Ritmo 5,41
Ritmo 1,41
Ritmo 2,41
Ritmo 8,41
A Canção Tocou na Hora Errada,41
O Que É O Que É,41
Ai Que Saudade d'Ocê,41
Rosario da Bahia,41
Reminiscências,41
Mundo de Zinco,41
Trem,41
Volta pra Casa,41
Bella Ciao,41
É o Amor,41
"Rosalina / Vai Lá, Vai Lá",41
Caça e Caçador,41
Atras Da Verde E Rosa So Nao Vai Quem Ja Morreu,41
É Isso Aí (The Blower'S Daughter),41
Sapato Velho,41
Ainda Lembro,41
Bafo Da Onça,41
"Eu Sempre Te Amarei (Raça, Amor E Paixão)",41
Nação,40
Portela 2015 (Ao Vivo),39
Eu Levo A Cruz de Malta No Meu Peito / São Januário Meu Caldeirão,38
Sou Mais o Samba,36
Bola Dividida,36
"Exaltaçã À Mangueira / Sei Lá, Mangueira / Mundo de Zinco",35
Corri Pra Ver,35
Corra E Olhe O Céu,34
Na Linha Do Mar,34
Coisa Da Antiga,34
Boca De Sapo,33
Hino Do Corinthians,33
Piano Na Mangueira,33
Academicos Do Salgueiro,33
Chega de Demanda,32
Mangueirense Feliz,32
Mangueira Estação Primeira,32
Sei Lá Mangueira,32
Silenciar a Mangueira Não,32
Seleção De Sambas Da Mangueira,31
Saudosa Mangueira,31
Menino de 47,31
Semente do Samba,31
"Domingo / Bom, Bonito e Barato",31
Verdadeiro Bloco,30
Chão De Esmeraldas,30
Ensaboa,30
No Mundo da Lua,30
Nó Na Madeira / Citação Musical: É Preciso Lutar,30
Quando Vim de Minas,30
White Flag,30
Foi Um Rio Que Passou Em Minha Vida,30
Certidão,30
O Mais Belo Dos Belos (A Verdade Do Ilê)/O Charme Da Liberdade,30
Conselhos de Vadio,30
Pagode Do Exorcista / Parece Que Bebe / Senta Aí Vovó,30
Feira De Mangaio,30
Sala De Recepção / Alvorada / Folhas Secas / Pranto De Poeta / Saudosa Mangueira / La Vem Mangueira,30
História pra Ninar Gente Grande,28
A Pureza da Flor,28
Dia De Graca,27
Meu Bom Juiz,27
Retrato cantado de um amor,27
O Sol Nascerá (Á Sorrir),26
Com a Perna No Mundo,26
Onde o Brasil Aprendeu a Liberdade / Sonho de um Sonho,26
Canto De Rainha,26
O Homem Falou,26
Bom Jesus Dos Navegantes,26
Oba,26
Ser Humano,26
"Negra Origem, Negro Pelé, Negra Bené",25
Garota De Ipanema,25
Acreditar / Sonho Meu / Coração Em Desalinho / Deixa A Vida Me Levar,25
Meu Nome É Povão,24
Tchuk Tchuk,24
Estranha Loucura,24
Brasileirinho,24
Defunto Grampeado,24
Pisei Num Despacho (Pisei No Despacho),24
Roda Ciranda / Segure Tudo / Casa De Bamba,24
Hino da Sociedade Esportiva Palmeiras,24
Always On Time,24
Peço A Deus,24
Lindo Lago Do Amor,24
Legião Vermelha,24
Povo do Garrote,24
E Vamos A Luta,23
Elas Estão No Controle,23
O Preto Que Satisfaz,23
O Que Eu Faço Amanhã?,23
Papo do Samba,23
De Volta Ao Começo,23
Letreiro,23
Coração Brasileiro,23
Samba,23
Fiquei Amarrado na Sua Blusinha (feat. Otacilio Da Mangueira),23
Recado,23
Cheguei Tarde,23
Meu Sapato Já Furou,23
Dias De Santos E Silvas,23
Voltei Pro Morro,23
Nunca Mais Vou Jurar,23
Na Aba,23
Boca Sem Dente / E Eu Não Fui Convidado,23
Entrego a Deus,23
Não Precisa,23
Garoto Maroto,23
Clareou / Tia Anastácia,23
Comportamento Geral,23
Não Quero Mais Saber Dela / Só Pra Contrariar,23
Geraldinos E Arquibaldos,23
Nosso Nome: Resistência,23
A Felicidade Bate A Sua Porta,23
Bié Bié Brazil (Byé Byé Brasil),23
O Filho do Quitandeiro,23
Folhas Secas / Exaltação à Mangueira,23
Na Hora Que o Bicho Come,23
Eu Apenas Queria Que Você Soubesse,23
Pra São Jorge,22
"Dona Beija, Feiticeira de Araxá",22
Os Modernos Bandeirantes,21
Ao Povo Em Forma De Arte,21
Legados De Dom João Vi,21
Gamação / Peixeiro granfino / Ouço uma voz / Vem amenizar,20
Novo Viver,20
Rio Grande do Sul Na Festa do Preto Forró,19
Sou Timao Ate Morrer,19
Mangueira Em Tempo De Folclore,17
Dia Do Fico,17
Corinthians Do Meu Coração,17
Raízes / Tribos Dos Carajás (Aruanã Açu),16
Falso Amor Sincero,16
A Festa Do Divino,16
Hino nacional,15
Chuva Chove,15
Piedade,15
Mocidade Unida da Glória,14
Corpo fechado,14
Sinfonia Imortal,14
O Fabuloso Mundo do Circo,13
Pega no Samba,13
"Exaltação À Mangueira, Folhas Secas",13
Arte Em Tom Maior,13
Som de Prata (Ao Vivo),13
"Barra de Ouro, Barra de Rio e Barra de Saia",13
Jucutuquara,13
Ouro Mascavo,13
Boa Vista,13
Terra de Caruaru,13
Brasil Turístico,13
Pra Que Pedir Perdão (Ao Vivo),13
"Com uma Paleta de Cores Vibrantes, Andaraí Pinta Seu Carnaval",13
Deus É Mais,13
Mar de Carinho,13
Coríntia (Meu Amor é o Timão),13
"Bravura, Amor e Beleza da Mulher Brasileira",13
Tive Sim,13
Bumbum Ignorante,13
Procura,12
Senhora Liberdade (feat. Wilson Moreira),12
Tradição Serrana,12
Imperatriz do Forte,12
Barreiros,12
O Criador de Ilusoes,12
Independência Ou Morte,12
São Torquato,12
Imigracão Japonesa,12
Novo Império,12
Imenbui,12
Pixote,12
Eu Bebo Sim / Salve a Mocidade / Ôba,12
"Lendário das Águas: Místico, Sagrado e Elemental",12
RIR,12
Meu Drama (Senhora Tentação),12
Você Quer Voltar,12
"Da Lagoa à Jamaica, uma Viagem ao Lado do Rei!",11
"Na Passarela em Alto Estilo, Milka",11
Na Real o Fruto Virou Samba,11
Embaixada Copa Lord,11
Simplesmente Mestre Vitalino,11
Porta Do Mundo,11
"Olê, Olê, Olê, Olê, Olá Arreda do Caminho Que a União da Ilha Vai Passar (2006)",11
Magno,11
De Veríssimo a Veríssimo & suas Obras,11
Do Fogo Que Ilumina a Vida Salgueiro é Chama Que Não se Apaga / Microcosmos o Que os Olhos Não Veem o Coração Sente / Tambor,11
Os Baluartes da Esperança,11
Murmúrio da Cachoeira,11
Endereço dos Bailes / Igualdade / Rap das Armas / Rap da Felicidade,11
O Império Louva a Revelação do Reino dos Céus,11
Mô Quirido... Aqui É o Meu Lugar!,11
Verde Que Eu Te Quero Rosa,11
"Lagoa da Conceição, Todos os Ventos Passam por Aqui!",11
Embala Eu,11
Os Sete Reinados do Rei João,11
Foi um Rio Que Passou Em Minha Porta,11
Homenagem Á Estação Primeira De Mangueira,11
Até Parece Que Foi Ontem (2008),11
O Homem Menino numa Viagem ao Templo da Criação,11
A Volta do Curumim,11
"Na Face, na Testa, na Boca, ou ... Sei lá, Eu Quero é Beijar",11
Floresce,11
"Do Sonho à Realidade / Amazônia, Patrimônio da Humanidade",11
Muito Além dos Sonhos,11
Os Filhos Mágicos dos Ventos: Samba Enredo 2019,11
Os Coringas do Flamengo,11
A História de uma História / Um Ato de Amor,11
Mostra Tua Cara Brasil,11
"Lagoa, Todos os Ventos Passam por Aqui! (2007)",11
"Avenida Farrapos, do Trabalho ao Devaneio, do Fazer ao Prazer & a Sua Transmutação",11
"Joaquina, Vem Mergulhar Neste Mar de Alegria (2004)",11
"Nas Memórias de um Griot, Surge Sua Majestade",11
Jacques Costeau no Mundo Encantado da Amazônia,11
No Cassino da UIM: Talento e Irreverência. Chacrinha Na Cultura,11
No Mesmo Lugar (Coisa Estranha),11
Danca das Horas,11
Pelos Corredores do Palácio.,11
"Entre Negros & Brancos, se Não é Índio, o Que é?",11
Todo Tempo Que Eu Viver,11
A Lagoa dos Meus Sonhos,11
"De 1000 Passarás, a 2000 Não Chegará. Será?",11
Eu Sou Favela,11
Fé e raiz,11
Um Sonho no Universo da Mãe das Artes,11
O Triste Fim dos Ibiraiaras em Campos de Neve,11
"Glorias, Glorias e Mais Glorias",11
Samba Pras Moças,11
A Magia dos Deuses,11
Partenon / História de uma Divagação Romântica,11
E Eu Não Fui Convidado,11
O Bailado do Cisne nas Asas da Imaginação,11
Rio Loucura Total,11
Insegurança / Meu Amor / Nem De Graça,11
Tia Anastácia / Puxa Roda,11
O Delirante Vôo da Águia nas Magias & Alquimias da Corte do Rei Arthur,11
Una Bella Storia,11
"Eu e Você, Você e Eu",11
Pá,11
De João VI ao Mundo Encantado,11
Oh Juliana,11
Um Palacete na Rua da Ponte,11
S.R.B.T.C. Os Tapuias,11
Faixa Bossas,11
Retrato em Preto & Branco,11
Sala de Recepção,11
"Nossa Madrinha, Mangueira Querida, Tengo Tengo",11
Shimbalaiê,11
Meu Sambista Meu Amigo (Acústico),10
Muito Mais Que Perfeito,10
Amor à Distância,10
Pára,10
Cheiro de Saudade,10
Meu nome é favela,10
O Valor do Dinheiro,10
Capitão Caçulo,10
Bate Lata,10
A Luz do Vencedor,10
Made To Be Free (SLCT Remix),10
Quando o Sol Nascer / Sentimento Nu (feat. Marquynhos Sensação),10
Ingrata Paixão,10
Quando Se Perde Um Grande Amor,10
El Samba Es Bueno Así,10
O Samba é Meu Dom,10
Fiquei tão só,10
Vem Morar Comigo,10
Barão Do Rio Branco,10
Aguardente,10
Vem menina moça,10
Banho De Manjericão,10
Vem pra Cá Ser Meu Refrão,10
Minhas Madrugadas,10
Vara de Família,10
Moro Na Roça,10
Choro de Alegria,10
Aqui Pra Você,10
Baptista De Mello,10
É Doce Morrer No Mar,10
Amor dos Deuses,10
Sem Ilusão,10
Rei Chicão,10
De Bar em Bar / Toda Hora,10
Roçado,10
Fronteiras / É Natural /,10
Gotas de Luar,10
Braserô,10
"Capítulo 4, Versículo 3",10
Não é Só Você,10
Fria Solidão,10
Esta Melodia,10
Com Seus Balagandãs,10
Rita Maloca,10
HDA (Historia del Arte),10
Rio Sampa (feat. Os de Paula),10
Colcha de Algodão / Falando Com os Astros,10
Machado De Assis,10
Formiga Miúda / Shopping Samba,10
Além da Razão,10
Não Vem (Assim Não dá),10
Talento e Sacrifício / Raio de Luar / Falso Amor Sincero / Conselho,10
A Vitória de Chico Magia,10
Ainda Gosto de Você / Coração Deserto / Eternamente Feliz / Pára de Pirraça / Deixa Acontecer / Brilho de Cristal / Tchau e Bença,10
Você Me Venceu / Paraíso / Nunca Mais Sofrer / Um Dia,10
"Aqui Tem Um Bando de Louco (Louco Por Ti, Corinthians)",10
Perfume de Champagne,10
Só pro Meu Prazer / Um Dia pra Nós Dois / Eu Nunca Amei Assim / Já Tentei / Teu Segredo,10
Deixa Estar,10
Nosso Jeito,10
Ta Complicado Demais,10
Acordei / Seja Sambista Também (feat. Comunidade Samba do Maria Zélia & Bate Palma Aí),10
Generique / Felicidade / Frevo / O Nosso Amor,10
Não Sei Dar Adeus,10
Gente Fina,10
Samba Enredo 2000,10
Bossa Nova,10
A Reza do Samba,10
Não Tá Nem Aí,10
Negra Sin Sandalia (Negra Sem Sandalia),10
Hino Do Santos Sou Alvinegro Da Vila Belmiro (Inno Santos),10
Hino Nacional Brasileiro,10
(Abertura) Pout Porrit Favelas (Saudação às Favelas / O Morro Não Tem Vez / A Voz do Morro),10
Na Laje,10
Coral de Anjos,10
Lucidez / Espelho,10
A Oitava Cor,10
Na Certeza da Paz,10
Puramente Louco,10
Homenagem a Zeca Pagodinho (Participação especial de Zeca Pagodinho),10
Beijando o Céu,10
Um Amor Pra Vida Inteira,10
O Mestre Sala dos Mares,10
Rap Do Salgueiro (A Curtição Do Funk),10
Eternamente Feliz / Para de Pirraça,10
Beco sem saída,10
Bebeto Loteria,10
Arquitetos do Samba,10
História de Cinema,10
Hino do Vasco da Gama,10
Hino do Palmeiras,10
Hino do Cruzeiro,10
Hino da S. E. Palmeiras,10
Hino do América,10
"O Daqui, o Dali e o de Lá ",10
