,Palavra,Artista,Quantidade_y,Quantidade_total,Gênero,Década de nascimento,UF de nascimento,Nome
22225,samba,paulinho-da-viola,18,1269,Homem,1940-1949,RJ,Paulinho da Viola
22226,sambar,paulinho-da-viola,78,6306,Homem,1940-1949,RJ,Paulinho da Viola
22227,santo,paulinho-da-viola,4,780,Homem,1940-1949,RJ,Paulinho da Viola
22228,saudade,paulinho-da-viola,40,2670,Homem,1940-1949,RJ,Paulinho da Viola
22229,seguir,paulinho-da-viola,5,771,Homem,1940-1949,RJ,Paulinho da Viola
22230,sempre,paulinho-da-viola,34,3360,Homem,1940-1949,RJ,Paulinho da Viola
22231,senhor,paulinho-da-viola,21,1178,Homem,1940-1949,RJ,Paulinho da Viola
22232,sentir,paulinho-da-viola,32,3125,Homem,1940-1949,RJ,Paulinho da Viola
22233,sobrar,paulinho-da-viola,4,608,Homem,1940-1949,RJ,Paulinho da Viola
22234,sofrer,paulinho-da-viola,25,2090,Homem,1940-1949,RJ,Paulinho da Viola
22235,sol,paulinho-da-viola,13,2154,Homem,1940-1949,RJ,Paulinho da Viola
22236,solidão,paulinho-da-viola,15,878,Homem,1940-1949,RJ,Paulinho da Viola
22237,sonhar,paulinho-da-viola,25,2462,Homem,1940-1949,RJ,Paulinho da Viola
22238,sonho,paulinho-da-viola,16,1098,Homem,1940-1949,RJ,Paulinho da Viola
22239,sorrir,paulinho-da-viola,13,1303,Homem,1940-1949,RJ,Paulinho da Viola
22240,sorriso,paulinho-da-viola,10,896,Homem,1940-1949,RJ,Paulinho da Viola
22241,suar,paulinho-da-viola,23,3445,Homem,1940-1949,RJ,Paulinho da Viola
22242,subir,paulinho-da-viola,3,519,Homem,1940-1949,RJ,Paulinho da Viola
22243,tardar,paulinho-da-viola,4,608,Homem,1940-1949,RJ,Paulinho da Viola
22244,tempo,paulinho-da-viola,42,3470,Homem,1940-1949,RJ,Paulinho da Viola
22245,tentar,paulinho-da-viola,10,1107,Homem,1940-1949,RJ,Paulinho da Viola
22246,terra,paulinho-da-viola,3,1295,Homem,1940-1949,RJ,Paulinho da Viola
22247,tocar,paulinho-da-viola,9,1207,Homem,1940-1949,RJ,Paulinho da Viola
22248,tomar,paulinho-da-viola,7,897,Homem,1940-1949,RJ,Paulinho da Viola
22249,trabalhar,paulinho-da-viola,5,743,Homem,1940-1949,RJ,Paulinho da Viola
22250,trazer,paulinho-da-viola,18,1614,Homem,1940-1949,RJ,Paulinho da Viola
22251,triste,paulinho-da-viola,11,1063,Homem,1940-1949,RJ,Paulinho da Viola
22252,tristeza,paulinho-da-viola,13,1071,Homem,1940-1949,RJ,Paulinho da Viola
22253,valer,paulinho-da-viola,4,1283,Homem,1940-1949,RJ,Paulinho da Viola
22254,velho,paulinho-da-viola,16,1101,Homem,1940-1949,RJ,Paulinho da Viola
22255,ventar,paulinho-da-viola,10,911,Homem,1940-1949,RJ,Paulinho da Viola
22256,ver,paulinho-da-viola,72,9632,Homem,1940-1949,RJ,Paulinho da Viola
22257,verdade,paulinho-da-viola,8,1075,Homem,1940-1949,RJ,Paulinho da Viola
22258,vida,paulinho-da-viola,58,6401,Homem,1940-1949,RJ,Paulinho da Viola
22259,virar,paulinho-da-viola,7,1109,Homem,1940-1949,RJ,Paulinho da Viola
22260,viver,paulinho-da-viola,68,4828,Homem,1940-1949,RJ,Paulinho da Viola
22261,voar,paulinho-da-viola,1,593,Homem,1940-1949,RJ,Paulinho da Viola
22262,voltar,paulinho-da-viola,26,3429,Homem,1940-1949,RJ,Paulinho da Viola
22263,vontade,paulinho-da-viola,4,833,Homem,1940-1949,RJ,Paulinho da Viola
22264,voz,paulinho-da-viola,10,1099,Homem,1940-1949,RJ,Paulinho da Viola
22265,água,paulinho-da-viola,12,1388,Homem,1940-1949,RJ,Paulinho da Viola
22266,abraçar,paulo-cesar-pinheiro,3,742,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22267,abrir,paulo-cesar-pinheiro,4,912,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22268,acabar,paulo-cesar-pinheiro,8,1832,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22269,achar,paulo-cesar-pinheiro,4,1151,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22270,acontecer,paulo-cesar-pinheiro,1,929,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22271,acreditar,paulo-cesar-pinheiro,1,756,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22272,adeus,paulo-cesar-pinheiro,4,801,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22273,agora,paulo-cesar-pinheiro,10,2881,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22274,alegria,paulo-cesar-pinheiro,5,1494,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22275,algum,paulo-cesar-pinheiro,1,538,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22276,alto,paulo-cesar-pinheiro,3,649,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22277,amanhã,paulo-cesar-pinheiro,2,1094,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22278,amar,paulo-cesar-pinheiro,10,9816,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22279,amigar,paulo-cesar-pinheiro,2,701,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22280,amigo,paulo-cesar-pinheiro,1,635,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22281,amor,paulo-cesar-pinheiro,86,31458,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22282,andar,paulo-cesar-pinheiro,6,1990,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22283,ano,paulo-cesar-pinheiro,2,667,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22284,apenas,paulo-cesar-pinheiro,4,538,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22285,aprender,paulo-cesar-pinheiro,9,704,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22286,ar,paulo-cesar-pinheiro,2,778,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22287,bahia,paulo-cesar-pinheiro,1,658,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22288,bater,paulo-cesar-pinheiro,4,1694,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22289,batucar,paulo-cesar-pinheiro,2,526,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22290,beber,paulo-cesar-pinheiro,2,983,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22291,beijar,paulo-cesar-pinheiro,1,1982,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22292,beleza,paulo-cesar-pinheiro,3,765,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22293,belo,paulo-cesar-pinheiro,2,561,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22294,boca,paulo-cesar-pinheiro,2,1198,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22295,bom,paulo-cesar-pinheiro,7,3691,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22296,bonito,paulo-cesar-pinheiro,4,1166,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22297,branco,paulo-cesar-pinheiro,1,706,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22298,brasil,paulo-cesar-pinheiro,2,1094,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22299,braço,paulo-cesar-pinheiro,3,799,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22300,brigar,paulo-cesar-pinheiro,3,610,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22301,brilhar,paulo-cesar-pinheiro,2,921,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22302,brincar,paulo-cesar-pinheiro,1,742,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22303,buscar,paulo-cesar-pinheiro,5,674,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22304,cair,paulo-cesar-pinheiro,4,1544,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22305,calar,paulo-cesar-pinheiro,6,549,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22306,caminhar,paulo-cesar-pinheiro,3,1179,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22307,cansar,paulo-cesar-pinheiro,1,880,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22308,cantar,paulo-cesar-pinheiro,44,8891,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22309,canção,paulo-cesar-pinheiro,2,1030,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22310,carnaval,paulo-cesar-pinheiro,3,816,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22311,caro,paulo-cesar-pinheiro,4,2089,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22312,casar,paulo-cesar-pinheiro,9,2147,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22313,certo,paulo-cesar-pinheiro,2,571,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22314,chamar,paulo-cesar-pinheiro,5,1650,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22315,chegar,paulo-cesar-pinheiro,6,4489,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22316,cheio,paulo-cesar-pinheiro,1,743,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22317,chorar,paulo-cesar-pinheiro,18,4386,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22318,chão,paulo-cesar-pinheiro,4,1037,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22319,cidade,paulo-cesar-pinheiro,10,1002,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22320,cima,paulo-cesar-pinheiro,6,979,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22321,coisa,paulo-cesar-pinheiro,7,2410,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22322,comer,paulo-cesar-pinheiro,7,4536,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22323,comigo,paulo-cesar-pinheiro,6,1583,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22324,como,paulo-cesar-pinheiro,18,3838,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22325,conhecer,paulo-cesar-pinheiro,1,878,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22326,conseguir,paulo-cesar-pinheiro,2,767,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22327,coração,paulo-cesar-pinheiro,29,6266,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22328,corpo,paulo-cesar-pinheiro,1,1523,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22329,correr,paulo-cesar-pinheiro,4,1081,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22330,cuidar,paulo-cesar-pinheiro,2,514,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22331,céu,paulo-cesar-pinheiro,1,2061,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22332,dançar,paulo-cesar-pinheiro,1,1429,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22333,dentro,paulo-cesar-pinheiro,12,1212,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22334,depois,paulo-cesar-pinheiro,12,1839,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22335,desde,paulo-cesar-pinheiro,2,562,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22336,desejar,paulo-cesar-pinheiro,1,1051,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22337,desfazer,paulo-cesar-pinheiro,4,554,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22338,destinar,paulo-cesar-pinheiro,5,562,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22339,deus,paulo-cesar-pinheiro,17,3257,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22340,dia,paulo-cesar-pinheiro,29,4842,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22341,dizer,paulo-cesar-pinheiro,14,8012,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22342,doer,paulo-cesar-pinheiro,1,639,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22343,dono,paulo-cesar-pinheiro,3,564,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22344,dor,paulo-cesar-pinheiro,19,2290,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22345,dormir,paulo-cesar-pinheiro,3,868,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22346,embora,paulo-cesar-pinheiro,5,1492,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22347,emoção,paulo-cesar-pinheiro,3,671,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22348,encontrar,paulo-cesar-pinheiro,2,2135,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22349,entender,paulo-cesar-pinheiro,1,970,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22350,entrar,paulo-cesar-pinheiro,11,1652,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22351,entregar,paulo-cesar-pinheiro,2,774,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22352,esperar,paulo-cesar-pinheiro,6,1753,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22353,existir,paulo-cesar-pinheiro,3,1025,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22354,falar,paulo-cesar-pinheiro,7,2676,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22355,falir,paulo-cesar-pinheiro,1,940,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22356,faltar,paulo-cesar-pinheiro,3,925,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22357,favor,paulo-cesar-pinheiro,1,665,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22358,felicidade,paulo-cesar-pinheiro,4,1110,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22359,feliz,paulo-cesar-pinheiro,9,2585,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22360,festa,paulo-cesar-pinheiro,2,808,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22361,fim,paulo-cesar-pinheiro,3,1834,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22362,flor,paulo-cesar-pinheiro,3,1265,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22363,fogo,paulo-cesar-pinheiro,1,724,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22364,forçar,paulo-cesar-pinheiro,5,658,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22365,frente,paulo-cesar-pinheiro,2,637,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22366,fugir,paulo-cesar-pinheiro,1,584,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22367,fundir,paulo-cesar-pinheiro,1,635,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22368,fé,paulo-cesar-pinheiro,1,861,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22369,gente,paulo-cesar-pinheiro,10,5724,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22370,gostar,paulo-cesar-pinheiro,1,2259,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22371,grande,paulo-cesar-pinheiro,3,1626,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22372,guardar,paulo-cesar-pinheiro,1,807,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22373,história,paulo-cesar-pinheiro,1,728,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22374,hoje,paulo-cesar-pinheiro,7,2878,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22375,homem,paulo-cesar-pinheiro,1,1384,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22376,hora,paulo-cesar-pinheiro,4,2096,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22377,igual,paulo-cesar-pinheiro,4,658,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22378,ilusão,paulo-cesar-pinheiro,3,847,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22379,inteirar,paulo-cesar-pinheiro,1,1032,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22380,irmão,paulo-cesar-pinheiro,2,590,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22381,jamais,paulo-cesar-pinheiro,7,638,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22382,jeito,paulo-cesar-pinheiro,3,1733,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22383,jogar,paulo-cesar-pinheiro,14,1562,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22384,jurar,paulo-cesar-pinheiro,5,789,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22385,lembrar,paulo-cesar-pinheiro,1,1250,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22386,levar,paulo-cesar-pinheiro,8,2918,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22387,lua,paulo-cesar-pinheiro,3,1323,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22388,lugar,paulo-cesar-pinheiro,3,1602,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22389,lutar,paulo-cesar-pinheiro,2,636,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22390,luzir,paulo-cesar-pinheiro,2,1704,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22391,madrugar,paulo-cesar-pinheiro,2,674,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22392,maior,paulo-cesar-pinheiro,6,628,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22393,mal,paulo-cesar-pinheiro,15,1934,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22394,malandro,paulo-cesar-pinheiro,1,604,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22395,mandar,paulo-cesar-pinheiro,5,1580,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22396,mangueira,paulo-cesar-pinheiro,1,520,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22397,manhã,paulo-cesar-pinheiro,2,794,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22398,mar,paulo-cesar-pinheiro,5,2991,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22399,maria,paulo-cesar-pinheiro,1,1022,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22400,matar,paulo-cesar-pinheiro,5,1245,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22401,medo,paulo-cesar-pinheiro,3,979,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22402,melhor,paulo-cesar-pinheiro,3,1360,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22403,menino,paulo-cesar-pinheiro,6,1627,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22404,merecer,paulo-cesar-pinheiro,2,621,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22405,mesmo,paulo-cesar-pinheiro,12,2388,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22406,mil,paulo-cesar-pinheiro,1,621,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22407,momento,paulo-cesar-pinheiro,5,820,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22408,morar,paulo-cesar-pinheiro,6,1152,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22409,moreno,paulo-cesar-pinheiro,1,931,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22410,morrer,paulo-cesar-pinheiro,26,2666,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22411,mostrar,paulo-cesar-pinheiro,2,717,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22412,moço,paulo-cesar-pinheiro,6,716,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22413,mudar,paulo-cesar-pinheiro,6,1098,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22414,mulher,paulo-cesar-pinheiro,7,2994,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22415,mundo,paulo-cesar-pinheiro,6,3522,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22416,mão,paulo-cesar-pinheiro,6,2300,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22417,nascer,paulo-cesar-pinheiro,9,1401,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22418,negar,paulo-cesar-pinheiro,1,1206,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22419,negro,paulo-cesar-pinheiro,1,671,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22420,ninguém,paulo-cesar-pinheiro,11,3085,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22421,noite,paulo-cesar-pinheiro,5,2864,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22422,nome,paulo-cesar-pinheiro,8,928,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22423,novo,paulo-cesar-pinheiro,4,1685,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22424,nunca,paulo-cesar-pinheiro,10,2565,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22425,olhar,paulo-cesar-pinheiro,30,4919,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22426,olho,paulo-cesar-pinheiro,4,1668,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22427,outro,paulo-cesar-pinheiro,32,2805,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22428,ouvir,paulo-cesar-pinheiro,5,1639,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22429,pagar,paulo-cesar-pinheiro,1,832,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22430,paixão,paulo-cesar-pinheiro,10,1591,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22431,parar,paulo-cesar-pinheiro,3,1510,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22432,parecer,paulo-cesar-pinheiro,6,793,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22433,parir,paulo-cesar-pinheiro,4,3158,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22434,partir,paulo-cesar-pinheiro,3,1209,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22435,passar,paulo-cesar-pinheiro,10,4368,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22436,paz,paulo-cesar-pinheiro,9,1855,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22437,pedir,paulo-cesar-pinheiro,11,2118,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22438,pegar,paulo-cesar-pinheiro,3,1843,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22439,peitar,paulo-cesar-pinheiro,11,1462,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22440,pelo,paulo-cesar-pinheiro,2,598,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22441,penar,paulo-cesar-pinheiro,2,1260,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22442,pensar,paulo-cesar-pinheiro,3,2418,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22443,perder,paulo-cesar-pinheiro,5,2443,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22444,perdoar,paulo-cesar-pinheiro,1,606,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22445,perdão,paulo-cesar-pinheiro,3,586,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22446,perguntar,paulo-cesar-pinheiro,3,563,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22447,perto,paulo-cesar-pinheiro,1,647,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22448,plantar,paulo-cesar-pinheiro,1,762,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22449,pobre,paulo-cesar-pinheiro,1,635,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22450,poder,paulo-cesar-pinheiro,22,7634,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22451,portar,paulo-cesar-pinheiro,2,690,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22452,pouco,paulo-cesar-pinheiro,2,1124,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22453,povo,paulo-cesar-pinheiro,5,1256,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22454,prazer,paulo-cesar-pinheiro,4,1042,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22455,precisar,paulo-cesar-pinheiro,3,2443,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22456,preto,paulo-cesar-pinheiro,1,740,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22457,primeiro,paulo-cesar-pinheiro,3,882,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22458,procurar,paulo-cesar-pinheiro,8,2198,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22459,pé,paulo-cesar-pinheiro,4,1424,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22460,qual,paulo-cesar-pinheiro,2,654,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22461,quantum,paulo-cesar-pinheiro,1,531,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22462,quase,paulo-cesar-pinheiro,1,764,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22463,quebrar,paulo-cesar-pinheiro,2,614,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22464,razão,paulo-cesar-pinheiro,1,1038,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22465,refrão,paulo-cesar-pinheiro,6,1021,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22466,rei,paulo-cesar-pinheiro,2,998,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22467,repente,paulo-cesar-pinheiro,2,1108,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22468,rir,paulo-cesar-pinheiro,2,839,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22469,rodar,paulo-cesar-pinheiro,5,884,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22470,rolar,paulo-cesar-pinheiro,6,626,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22471,ruir,paulo-cesar-pinheiro,7,868,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22472,samba,paulo-cesar-pinheiro,6,1269,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22473,sambar,paulo-cesar-pinheiro,42,6306,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22474,santo,paulo-cesar-pinheiro,4,780,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22475,saudade,paulo-cesar-pinheiro,7,2670,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22476,seguir,paulo-cesar-pinheiro,4,771,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22477,sempre,paulo-cesar-pinheiro,7,3360,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22478,senhor,paulo-cesar-pinheiro,1,1178,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22479,sentir,paulo-cesar-pinheiro,8,3125,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22480,sobrar,paulo-cesar-pinheiro,2,608,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22481,sofrer,paulo-cesar-pinheiro,4,2090,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22482,solidão,paulo-cesar-pinheiro,4,878,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22483,som,paulo-cesar-pinheiro,1,643,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22484,sonhar,paulo-cesar-pinheiro,1,2462,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22485,sorrir,paulo-cesar-pinheiro,1,1303,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22486,suar,paulo-cesar-pinheiro,9,3445,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22487,subir,paulo-cesar-pinheiro,2,519,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
