,Palavra,Artista,Quantidade_y,Quantidade_total,Gênero,Década de nascimento,UF de nascimento,Nome
22488,tardar,paulo-cesar-pinheiro,2,608,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22489,tempo,paulo-cesar-pinheiro,28,3470,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22490,tentar,paulo-cesar-pinheiro,3,1107,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22491,tocar,paulo-cesar-pinheiro,6,1207,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22492,tomar,paulo-cesar-pinheiro,2,897,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22493,trazer,paulo-cesar-pinheiro,4,1614,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22494,triste,paulo-cesar-pinheiro,7,1063,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22495,tristeza,paulo-cesar-pinheiro,10,1071,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22496,valer,paulo-cesar-pinheiro,1,1283,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22497,velho,paulo-cesar-pinheiro,3,1101,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22498,ventar,paulo-cesar-pinheiro,4,911,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22499,ver,paulo-cesar-pinheiro,20,9632,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22500,vida,paulo-cesar-pinheiro,35,6401,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22501,virar,paulo-cesar-pinheiro,8,1109,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22502,viver,paulo-cesar-pinheiro,12,4828,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22503,voltar,paulo-cesar-pinheiro,7,3429,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22504,vontade,paulo-cesar-pinheiro,3,833,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22505,voz,paulo-cesar-pinheiro,3,1099,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22506,água,paulo-cesar-pinheiro,9,1388,Homem,1940-1949,RJ,Paulo Cesar Pinheiro
22507,abraçar,pedrinho-da-flor,1,742,Homem,1940-1949,RJ,Pedrinho da Flor
22508,abrir,pedrinho-da-flor,3,912,Homem,1940-1949,RJ,Pedrinho da Flor
22509,acabar,pedrinho-da-flor,3,1832,Homem,1940-1949,RJ,Pedrinho da Flor
22510,acontecer,pedrinho-da-flor,6,929,Homem,1940-1949,RJ,Pedrinho da Flor
22511,acreditar,pedrinho-da-flor,3,756,Homem,1940-1949,RJ,Pedrinho da Flor
22512,adeus,pedrinho-da-flor,4,801,Homem,1940-1949,RJ,Pedrinho da Flor
22513,agora,pedrinho-da-flor,7,2881,Homem,1940-1949,RJ,Pedrinho da Flor
22514,alegria,pedrinho-da-flor,2,1494,Homem,1940-1949,RJ,Pedrinho da Flor
22515,algum,pedrinho-da-flor,5,538,Homem,1940-1949,RJ,Pedrinho da Flor
22516,além,pedrinho-da-flor,2,940,Homem,1940-1949,RJ,Pedrinho da Flor
22517,amanhã,pedrinho-da-flor,2,1094,Homem,1940-1949,RJ,Pedrinho da Flor
22518,amar,pedrinho-da-flor,22,9816,Homem,1940-1949,RJ,Pedrinho da Flor
22519,amigar,pedrinho-da-flor,2,701,Homem,1940-1949,RJ,Pedrinho da Flor
22520,amor,pedrinho-da-flor,100,31458,Homem,1940-1949,RJ,Pedrinho da Flor
22521,apaixonar,pedrinho-da-flor,1,714,Homem,1940-1949,RJ,Pedrinho da Flor
22522,apenas,pedrinho-da-flor,2,538,Homem,1940-1949,RJ,Pedrinho da Flor
22523,aprender,pedrinho-da-flor,3,704,Homem,1940-1949,RJ,Pedrinho da Flor
22524,ar,pedrinho-da-flor,1,778,Homem,1940-1949,RJ,Pedrinho da Flor
22525,azul,pedrinho-da-flor,1,668,Homem,1940-1949,RJ,Pedrinho da Flor
22526,bater,pedrinho-da-flor,2,1694,Homem,1940-1949,RJ,Pedrinho da Flor
22527,beijar,pedrinho-da-flor,5,1982,Homem,1940-1949,RJ,Pedrinho da Flor
22528,beleza,pedrinho-da-flor,1,765,Homem,1940-1949,RJ,Pedrinho da Flor
22529,boca,pedrinho-da-flor,1,1198,Homem,1940-1949,RJ,Pedrinho da Flor
22530,bom,pedrinho-da-flor,4,3691,Homem,1940-1949,RJ,Pedrinho da Flor
22531,bonito,pedrinho-da-flor,2,1166,Homem,1940-1949,RJ,Pedrinho da Flor
22532,braço,pedrinho-da-flor,2,799,Homem,1940-1949,RJ,Pedrinho da Flor
22533,brigar,pedrinho-da-flor,1,610,Homem,1940-1949,RJ,Pedrinho da Flor
22534,buscar,pedrinho-da-flor,1,674,Homem,1940-1949,RJ,Pedrinho da Flor
22535,cabeça,pedrinho-da-flor,4,760,Homem,1940-1949,RJ,Pedrinho da Flor
22536,cair,pedrinho-da-flor,4,1544,Homem,1940-1949,RJ,Pedrinho da Flor
22537,calar,pedrinho-da-flor,2,549,Homem,1940-1949,RJ,Pedrinho da Flor
22538,calor,pedrinho-da-flor,2,629,Homem,1940-1949,RJ,Pedrinho da Flor
22539,caminhar,pedrinho-da-flor,8,1179,Homem,1940-1949,RJ,Pedrinho da Flor
22540,cansar,pedrinho-da-flor,2,880,Homem,1940-1949,RJ,Pedrinho da Flor
22541,cantar,pedrinho-da-flor,6,8891,Homem,1940-1949,RJ,Pedrinho da Flor
22542,canção,pedrinho-da-flor,2,1030,Homem,1940-1949,RJ,Pedrinho da Flor
22543,carnaval,pedrinho-da-flor,1,816,Homem,1940-1949,RJ,Pedrinho da Flor
22544,caro,pedrinho-da-flor,2,2089,Homem,1940-1949,RJ,Pedrinho da Flor
22545,casar,pedrinho-da-flor,1,2147,Homem,1940-1949,RJ,Pedrinho da Flor
22546,certa,pedrinho-da-flor,1,522,Homem,1940-1949,RJ,Pedrinho da Flor
22547,chamar,pedrinho-da-flor,4,1650,Homem,1940-1949,RJ,Pedrinho da Flor
22548,chegar,pedrinho-da-flor,9,4489,Homem,1940-1949,RJ,Pedrinho da Flor
22549,cheio,pedrinho-da-flor,1,743,Homem,1940-1949,RJ,Pedrinho da Flor
22550,chorar,pedrinho-da-flor,8,4386,Homem,1940-1949,RJ,Pedrinho da Flor
22551,chão,pedrinho-da-flor,1,1037,Homem,1940-1949,RJ,Pedrinho da Flor
22552,coisa,pedrinho-da-flor,8,2410,Homem,1940-1949,RJ,Pedrinho da Flor
22553,comer,pedrinho-da-flor,2,4536,Homem,1940-1949,RJ,Pedrinho da Flor
22554,comigo,pedrinho-da-flor,4,1583,Homem,1940-1949,RJ,Pedrinho da Flor
22555,como,pedrinho-da-flor,6,3838,Homem,1940-1949,RJ,Pedrinho da Flor
22556,conhecer,pedrinho-da-flor,1,878,Homem,1940-1949,RJ,Pedrinho da Flor
22557,conseguir,pedrinho-da-flor,6,767,Homem,1940-1949,RJ,Pedrinho da Flor
22558,contar,pedrinho-da-flor,5,1269,Homem,1940-1949,RJ,Pedrinho da Flor
22559,cor,pedrinho-da-flor,1,821,Homem,1940-1949,RJ,Pedrinho da Flor
22560,coração,pedrinho-da-flor,15,6266,Homem,1940-1949,RJ,Pedrinho da Flor
22561,corpo,pedrinho-da-flor,4,1523,Homem,1940-1949,RJ,Pedrinho da Flor
22562,correr,pedrinho-da-flor,3,1081,Homem,1940-1949,RJ,Pedrinho da Flor
22563,criança,pedrinho-da-flor,1,708,Homem,1940-1949,RJ,Pedrinho da Flor
22564,céu,pedrinho-da-flor,4,2061,Homem,1940-1949,RJ,Pedrinho da Flor
22565,dançar,pedrinho-da-flor,1,1429,Homem,1940-1949,RJ,Pedrinho da Flor
22566,dentro,pedrinho-da-flor,1,1212,Homem,1940-1949,RJ,Pedrinho da Flor
22567,depois,pedrinho-da-flor,4,1839,Homem,1940-1949,RJ,Pedrinho da Flor
22568,desejar,pedrinho-da-flor,3,1051,Homem,1940-1949,RJ,Pedrinho da Flor
22569,deus,pedrinho-da-flor,5,3257,Homem,1940-1949,RJ,Pedrinho da Flor
22570,dever,pedrinho-da-flor,2,955,Homem,1940-1949,RJ,Pedrinho da Flor
22571,dia,pedrinho-da-flor,5,4842,Homem,1940-1949,RJ,Pedrinho da Flor
22572,dizer,pedrinho-da-flor,18,8012,Homem,1940-1949,RJ,Pedrinho da Flor
22573,doce,pedrinho-da-flor,4,690,Homem,1940-1949,RJ,Pedrinho da Flor
22574,doer,pedrinho-da-flor,2,639,Homem,1940-1949,RJ,Pedrinho da Flor
22575,dor,pedrinho-da-flor,7,2290,Homem,1940-1949,RJ,Pedrinho da Flor
22576,embora,pedrinho-da-flor,5,1492,Homem,1940-1949,RJ,Pedrinho da Flor
22577,emoção,pedrinho-da-flor,2,671,Homem,1940-1949,RJ,Pedrinho da Flor
22578,encontrar,pedrinho-da-flor,12,2135,Homem,1940-1949,RJ,Pedrinho da Flor
22579,entender,pedrinho-da-flor,2,970,Homem,1940-1949,RJ,Pedrinho da Flor
22580,entrar,pedrinho-da-flor,8,1652,Homem,1940-1949,RJ,Pedrinho da Flor
22581,entregar,pedrinho-da-flor,1,774,Homem,1940-1949,RJ,Pedrinho da Flor
22582,errar,pedrinho-da-flor,3,872,Homem,1940-1949,RJ,Pedrinho da Flor
22583,esperar,pedrinho-da-flor,7,1753,Homem,1940-1949,RJ,Pedrinho da Flor
22584,esquecer,pedrinho-da-flor,5,2291,Homem,1940-1949,RJ,Pedrinho da Flor
22585,existir,pedrinho-da-flor,5,1025,Homem,1940-1949,RJ,Pedrinho da Flor
22586,falar,pedrinho-da-flor,4,2676,Homem,1940-1949,RJ,Pedrinho da Flor
22587,falir,pedrinho-da-flor,4,940,Homem,1940-1949,RJ,Pedrinho da Flor
22588,faltar,pedrinho-da-flor,1,925,Homem,1940-1949,RJ,Pedrinho da Flor
22589,favor,pedrinho-da-flor,2,665,Homem,1940-1949,RJ,Pedrinho da Flor
22590,felicidade,pedrinho-da-flor,6,1110,Homem,1940-1949,RJ,Pedrinho da Flor
22591,feliz,pedrinho-da-flor,6,2585,Homem,1940-1949,RJ,Pedrinho da Flor
22592,flor,pedrinho-da-flor,5,1265,Homem,1940-1949,RJ,Pedrinho da Flor
22593,forte,pedrinho-da-flor,2,723,Homem,1940-1949,RJ,Pedrinho da Flor
22594,frente,pedrinho-da-flor,1,637,Homem,1940-1949,RJ,Pedrinho da Flor
22595,fugir,pedrinho-da-flor,1,584,Homem,1940-1949,RJ,Pedrinho da Flor
22596,gente,pedrinho-da-flor,18,5724,Homem,1940-1949,RJ,Pedrinho da Flor
22597,gostar,pedrinho-da-flor,2,2259,Homem,1940-1949,RJ,Pedrinho da Flor
22598,grande,pedrinho-da-flor,1,1626,Homem,1940-1949,RJ,Pedrinho da Flor
22599,guardar,pedrinho-da-flor,1,807,Homem,1940-1949,RJ,Pedrinho da Flor
22600,hoje,pedrinho-da-flor,2,2878,Homem,1940-1949,RJ,Pedrinho da Flor
22601,hora,pedrinho-da-flor,4,2096,Homem,1940-1949,RJ,Pedrinho da Flor
22602,inteirar,pedrinho-da-flor,2,1032,Homem,1940-1949,RJ,Pedrinho da Flor
22603,jamais,pedrinho-da-flor,2,638,Homem,1940-1949,RJ,Pedrinho da Flor
22604,jeito,pedrinho-da-flor,5,1733,Homem,1940-1949,RJ,Pedrinho da Flor
22605,jogar,pedrinho-da-flor,3,1562,Homem,1940-1949,RJ,Pedrinho da Flor
22606,juntar,pedrinho-da-flor,1,544,Homem,1940-1949,RJ,Pedrinho da Flor
22607,jurar,pedrinho-da-flor,1,789,Homem,1940-1949,RJ,Pedrinho da Flor
22608,lado,pedrinho-da-flor,7,1321,Homem,1940-1949,RJ,Pedrinho da Flor
22609,laia,pedrinho-da-flor,4,590,Homem,1940-1949,RJ,Pedrinho da Flor
22610,lembrar,pedrinho-da-flor,3,1250,Homem,1940-1949,RJ,Pedrinho da Flor
22611,levar,pedrinho-da-flor,2,2918,Homem,1940-1949,RJ,Pedrinho da Flor
22612,ligar,pedrinho-da-flor,1,835,Homem,1940-1949,RJ,Pedrinho da Flor
22613,linda,pedrinho-da-flor,1,843,Homem,1940-1949,RJ,Pedrinho da Flor
22614,longe,pedrinho-da-flor,1,852,Homem,1940-1949,RJ,Pedrinho da Flor
22615,louco,pedrinho-da-flor,3,1032,Homem,1940-1949,RJ,Pedrinho da Flor
22616,lua,pedrinho-da-flor,2,1323,Homem,1940-1949,RJ,Pedrinho da Flor
22617,lugar,pedrinho-da-flor,4,1602,Homem,1940-1949,RJ,Pedrinho da Flor
22618,lutar,pedrinho-da-flor,1,636,Homem,1940-1949,RJ,Pedrinho da Flor
22619,luzir,pedrinho-da-flor,3,1704,Homem,1940-1949,RJ,Pedrinho da Flor
22620,maior,pedrinho-da-flor,3,628,Homem,1940-1949,RJ,Pedrinho da Flor
22621,mal,pedrinho-da-flor,6,1934,Homem,1940-1949,RJ,Pedrinho da Flor
22622,mandar,pedrinho-da-flor,2,1580,Homem,1940-1949,RJ,Pedrinho da Flor
22623,mar,pedrinho-da-flor,3,2991,Homem,1940-1949,RJ,Pedrinho da Flor
22624,matar,pedrinho-da-flor,4,1245,Homem,1940-1949,RJ,Pedrinho da Flor
22625,medo,pedrinho-da-flor,2,979,Homem,1940-1949,RJ,Pedrinho da Flor
22626,melhor,pedrinho-da-flor,5,1360,Homem,1940-1949,RJ,Pedrinho da Flor
22627,menino,pedrinho-da-flor,1,1627,Homem,1940-1949,RJ,Pedrinho da Flor
22628,merecer,pedrinho-da-flor,1,621,Homem,1940-1949,RJ,Pedrinho da Flor
22629,mesmo,pedrinho-da-flor,4,2388,Homem,1940-1949,RJ,Pedrinho da Flor
22630,mil,pedrinho-da-flor,1,621,Homem,1940-1949,RJ,Pedrinho da Flor
22631,momento,pedrinho-da-flor,4,820,Homem,1940-1949,RJ,Pedrinho da Flor
22632,morar,pedrinho-da-flor,3,1152,Homem,1940-1949,RJ,Pedrinho da Flor
22633,morrer,pedrinho-da-flor,4,2666,Homem,1940-1949,RJ,Pedrinho da Flor
22634,mostrar,pedrinho-da-flor,2,717,Homem,1940-1949,RJ,Pedrinho da Flor
22635,mudar,pedrinho-da-flor,4,1098,Homem,1940-1949,RJ,Pedrinho da Flor
22636,mulher,pedrinho-da-flor,3,2994,Homem,1940-1949,RJ,Pedrinho da Flor
22637,mundo,pedrinho-da-flor,7,3522,Homem,1940-1949,RJ,Pedrinho da Flor
22638,mão,pedrinho-da-flor,3,2300,Homem,1940-1949,RJ,Pedrinho da Flor
22639,namorar,pedrinho-da-flor,1,737,Homem,1940-1949,RJ,Pedrinho da Flor
22640,nascer,pedrinho-da-flor,2,1401,Homem,1940-1949,RJ,Pedrinho da Flor
22641,negar,pedrinho-da-flor,2,1206,Homem,1940-1949,RJ,Pedrinho da Flor
22642,negro,pedrinho-da-flor,2,671,Homem,1940-1949,RJ,Pedrinho da Flor
22643,ninguém,pedrinho-da-flor,6,3085,Homem,1940-1949,RJ,Pedrinho da Flor
22644,noite,pedrinho-da-flor,1,2864,Homem,1940-1949,RJ,Pedrinho da Flor
22645,nome,pedrinho-da-flor,1,928,Homem,1940-1949,RJ,Pedrinho da Flor
22646,novo,pedrinho-da-flor,3,1685,Homem,1940-1949,RJ,Pedrinho da Flor
22647,nunca,pedrinho-da-flor,3,2565,Homem,1940-1949,RJ,Pedrinho da Flor
22648,olhar,pedrinho-da-flor,10,4919,Homem,1940-1949,RJ,Pedrinho da Flor
22649,olho,pedrinho-da-flor,1,1668,Homem,1940-1949,RJ,Pedrinho da Flor
22650,onda,pedrinho-da-flor,1,683,Homem,1940-1949,RJ,Pedrinho da Flor
22651,outro,pedrinho-da-flor,7,2805,Homem,1940-1949,RJ,Pedrinho da Flor
22652,ouvir,pedrinho-da-flor,6,1639,Homem,1940-1949,RJ,Pedrinho da Flor
22653,paixão,pedrinho-da-flor,7,1591,Homem,1940-1949,RJ,Pedrinho da Flor
22654,parar,pedrinho-da-flor,1,1510,Homem,1940-1949,RJ,Pedrinho da Flor
22655,parecer,pedrinho-da-flor,2,793,Homem,1940-1949,RJ,Pedrinho da Flor
22656,parir,pedrinho-da-flor,4,3158,Homem,1940-1949,RJ,Pedrinho da Flor
22657,partir,pedrinho-da-flor,1,1209,Homem,1940-1949,RJ,Pedrinho da Flor
22658,passar,pedrinho-da-flor,6,4368,Homem,1940-1949,RJ,Pedrinho da Flor
22659,paz,pedrinho-da-flor,6,1855,Homem,1940-1949,RJ,Pedrinho da Flor
22660,pedir,pedrinho-da-flor,3,2118,Homem,1940-1949,RJ,Pedrinho da Flor
22661,pegar,pedrinho-da-flor,1,1843,Homem,1940-1949,RJ,Pedrinho da Flor
22662,peitar,pedrinho-da-flor,4,1462,Homem,1940-1949,RJ,Pedrinho da Flor
22663,pelo,pedrinho-da-flor,2,598,Homem,1940-1949,RJ,Pedrinho da Flor
22664,penar,pedrinho-da-flor,2,1260,Homem,1940-1949,RJ,Pedrinho da Flor
22665,pensar,pedrinho-da-flor,2,2418,Homem,1940-1949,RJ,Pedrinho da Flor
22666,perder,pedrinho-da-flor,5,2443,Homem,1940-1949,RJ,Pedrinho da Flor
22667,perdoar,pedrinho-da-flor,3,606,Homem,1940-1949,RJ,Pedrinho da Flor
22668,perdão,pedrinho-da-flor,2,586,Homem,1940-1949,RJ,Pedrinho da Flor
22669,plantar,pedrinho-da-flor,6,762,Homem,1940-1949,RJ,Pedrinho da Flor
22670,pobre,pedrinho-da-flor,1,635,Homem,1940-1949,RJ,Pedrinho da Flor
22671,poder,pedrinho-da-flor,28,7634,Homem,1940-1949,RJ,Pedrinho da Flor
22672,portar,pedrinho-da-flor,1,690,Homem,1940-1949,RJ,Pedrinho da Flor
22673,pouco,pedrinho-da-flor,3,1124,Homem,1940-1949,RJ,Pedrinho da Flor
22674,povo,pedrinho-da-flor,2,1256,Homem,1940-1949,RJ,Pedrinho da Flor
22675,prazer,pedrinho-da-flor,4,1042,Homem,1940-1949,RJ,Pedrinho da Flor
22676,precisar,pedrinho-da-flor,7,2443,Homem,1940-1949,RJ,Pedrinho da Flor
22677,preto,pedrinho-da-flor,3,740,Homem,1940-1949,RJ,Pedrinho da Flor
22678,procurar,pedrinho-da-flor,12,2198,Homem,1940-1949,RJ,Pedrinho da Flor
22679,pé,pedrinho-da-flor,2,1424,Homem,1940-1949,RJ,Pedrinho da Flor
22680,qual,pedrinho-da-flor,2,654,Homem,1940-1949,RJ,Pedrinho da Flor
22681,quantum,pedrinho-da-flor,1,531,Homem,1940-1949,RJ,Pedrinho da Flor
22682,quase,pedrinho-da-flor,2,764,Homem,1940-1949,RJ,Pedrinho da Flor
22683,razão,pedrinho-da-flor,1,1038,Homem,1940-1949,RJ,Pedrinho da Flor
22684,refrão,pedrinho-da-flor,3,1021,Homem,1940-1949,RJ,Pedrinho da Flor
22685,rei,pedrinho-da-flor,3,998,Homem,1940-1949,RJ,Pedrinho da Flor
22686,repente,pedrinho-da-flor,2,1108,Homem,1940-1949,RJ,Pedrinho da Flor
22687,rodar,pedrinho-da-flor,2,884,Homem,1940-1949,RJ,Pedrinho da Flor
22688,rolar,pedrinho-da-flor,2,626,Homem,1940-1949,RJ,Pedrinho da Flor
22689,sambar,pedrinho-da-flor,13,6306,Homem,1940-1949,RJ,Pedrinho da Flor
22690,saudade,pedrinho-da-flor,7,2670,Homem,1940-1949,RJ,Pedrinho da Flor
22691,seguir,pedrinho-da-flor,2,771,Homem,1940-1949,RJ,Pedrinho da Flor
22692,sempre,pedrinho-da-flor,3,3360,Homem,1940-1949,RJ,Pedrinho da Flor
22693,senhor,pedrinho-da-flor,2,1178,Homem,1940-1949,RJ,Pedrinho da Flor
22694,sentir,pedrinho-da-flor,8,3125,Homem,1940-1949,RJ,Pedrinho da Flor
22695,sofrer,pedrinho-da-flor,7,2090,Homem,1940-1949,RJ,Pedrinho da Flor
22696,sol,pedrinho-da-flor,1,2154,Homem,1940-1949,RJ,Pedrinho da Flor
22697,solidão,pedrinho-da-flor,4,878,Homem,1940-1949,RJ,Pedrinho da Flor
22698,sonhar,pedrinho-da-flor,1,2462,Homem,1940-1949,RJ,Pedrinho da Flor
22699,sonho,pedrinho-da-flor,2,1098,Homem,1940-1949,RJ,Pedrinho da Flor
22700,sorrir,pedrinho-da-flor,3,1303,Homem,1940-1949,RJ,Pedrinho da Flor
22701,suar,pedrinho-da-flor,13,3445,Homem,1940-1949,RJ,Pedrinho da Flor
22702,tardar,pedrinho-da-flor,2,608,Homem,1940-1949,RJ,Pedrinho da Flor
22703,tempo,pedrinho-da-flor,4,3470,Homem,1940-1949,RJ,Pedrinho da Flor
22704,tentar,pedrinho-da-flor,2,1107,Homem,1940-1949,RJ,Pedrinho da Flor
22705,tocar,pedrinho-da-flor,2,1207,Homem,1940-1949,RJ,Pedrinho da Flor
22706,tomar,pedrinho-da-flor,1,897,Homem,1940-1949,RJ,Pedrinho da Flor
22707,trazer,pedrinho-da-flor,3,1614,Homem,1940-1949,RJ,Pedrinho da Flor
22708,triste,pedrinho-da-flor,1,1063,Homem,1940-1949,RJ,Pedrinho da Flor
22709,tristeza,pedrinho-da-flor,5,1071,Homem,1940-1949,RJ,Pedrinho da Flor
22710,ventar,pedrinho-da-flor,1,911,Homem,1940-1949,RJ,Pedrinho da Flor
22711,ver,pedrinho-da-flor,29,9632,Homem,1940-1949,RJ,Pedrinho da Flor
22712,verdade,pedrinho-da-flor,5,1075,Homem,1940-1949,RJ,Pedrinho da Flor
22713,vida,pedrinho-da-flor,7,6401,Homem,1940-1949,RJ,Pedrinho da Flor
22714,virar,pedrinho-da-flor,2,1109,Homem,1940-1949,RJ,Pedrinho da Flor
22715,viver,pedrinho-da-flor,13,4828,Homem,1940-1949,RJ,Pedrinho da Flor
22716,voltar,pedrinho-da-flor,8,3429,Homem,1940-1949,RJ,Pedrinho da Flor
22717,vontade,pedrinho-da-flor,4,833,Homem,1940-1949,RJ,Pedrinho da Flor
22718,voz,pedrinho-da-flor,3,1099,Homem,1940-1949,RJ,Pedrinho da Flor
22719,abraçar,pedro-miranda,5,742,Homem,1970-1979,RJ,Pedro Miranda
22720,acabar,pedro-miranda,1,1832,Homem,1970-1979,RJ,Pedro Miranda
22721,achar,pedro-miranda,1,1151,Homem,1970-1979,RJ,Pedro Miranda
22722,acontecer,pedro-miranda,2,929,Homem,1970-1979,RJ,Pedro Miranda
22723,alegria,pedro-miranda,2,1494,Homem,1970-1979,RJ,Pedro Miranda
22724,alto,pedro-miranda,1,649,Homem,1970-1979,RJ,Pedro Miranda
22725,além,pedro-miranda,2,940,Homem,1970-1979,RJ,Pedro Miranda
22726,amanhã,pedro-miranda,4,1094,Homem,1970-1979,RJ,Pedro Miranda
22727,amar,pedro-miranda,9,9816,Homem,1970-1979,RJ,Pedro Miranda
22728,amigar,pedro-miranda,4,701,Homem,1970-1979,RJ,Pedro Miranda
22729,amigo,pedro-miranda,1,635,Homem,1970-1979,RJ,Pedro Miranda
22730,amor,pedro-miranda,58,31458,Homem,1970-1979,RJ,Pedro Miranda
22731,andar,pedro-miranda,1,1990,Homem,1970-1979,RJ,Pedro Miranda
22732,ano,pedro-miranda,2,667,Homem,1970-1979,RJ,Pedro Miranda
22733,aprender,pedro-miranda,2,704,Homem,1970-1979,RJ,Pedro Miranda
22734,bater,pedro-miranda,2,1694,Homem,1970-1979,RJ,Pedro Miranda
22735,batucar,pedro-miranda,1,526,Homem,1970-1979,RJ,Pedro Miranda
22736,belo,pedro-miranda,3,561,Homem,1970-1979,RJ,Pedro Miranda
22737,bom,pedro-miranda,2,3691,Homem,1970-1979,RJ,Pedro Miranda
22738,braço,pedro-miranda,2,799,Homem,1970-1979,RJ,Pedro Miranda
22739,brincar,pedro-miranda,1,742,Homem,1970-1979,RJ,Pedro Miranda
22740,buscar,pedro-miranda,3,674,Homem,1970-1979,RJ,Pedro Miranda
22741,calar,pedro-miranda,1,549,Homem,1970-1979,RJ,Pedro Miranda
22742,caminhar,pedro-miranda,1,1179,Homem,1970-1979,RJ,Pedro Miranda
22743,cansar,pedro-miranda,1,880,Homem,1970-1979,RJ,Pedro Miranda
22744,canção,pedro-miranda,1,1030,Homem,1970-1979,RJ,Pedro Miranda
22745,carnaval,pedro-miranda,1,816,Homem,1970-1979,RJ,Pedro Miranda
22746,caro,pedro-miranda,1,2089,Homem,1970-1979,RJ,Pedro Miranda
22747,casar,pedro-miranda,3,2147,Homem,1970-1979,RJ,Pedro Miranda
22748,certa,pedro-miranda,1,522,Homem,1970-1979,RJ,Pedro Miranda
22749,certo,pedro-miranda,2,571,Homem,1970-1979,RJ,Pedro Miranda
22750,chamar,pedro-miranda,1,1650,Homem,1970-1979,RJ,Pedro Miranda
22751,chegar,pedro-miranda,2,4489,Homem,1970-1979,RJ,Pedro Miranda
22752,cheio,pedro-miranda,1,743,Homem,1970-1979,RJ,Pedro Miranda
22753,chorar,pedro-miranda,6,4386,Homem,1970-1979,RJ,Pedro Miranda
22754,chão,pedro-miranda,6,1037,Homem,1970-1979,RJ,Pedro Miranda
22755,comer,pedro-miranda,5,4536,Homem,1970-1979,RJ,Pedro Miranda
22756,comigo,pedro-miranda,5,1583,Homem,1970-1979,RJ,Pedro Miranda
22757,como,pedro-miranda,4,3838,Homem,1970-1979,RJ,Pedro Miranda
22758,comprar,pedro-miranda,2,536,Homem,1970-1979,RJ,Pedro Miranda
22759,conhecer,pedro-miranda,1,878,Homem,1970-1979,RJ,Pedro Miranda
22760,cor,pedro-miranda,3,821,Homem,1970-1979,RJ,Pedro Miranda
22761,coração,pedro-miranda,5,6266,Homem,1970-1979,RJ,Pedro Miranda
22762,cuidar,pedro-miranda,2,514,Homem,1970-1979,RJ,Pedro Miranda
22763,céu,pedro-miranda,4,2061,Homem,1970-1979,RJ,Pedro Miranda
22764,dançar,pedro-miranda,2,1429,Homem,1970-1979,RJ,Pedro Miranda
22765,dentro,pedro-miranda,1,1212,Homem,1970-1979,RJ,Pedro Miranda
22766,depois,pedro-miranda,3,1839,Homem,1970-1979,RJ,Pedro Miranda
22767,desejar,pedro-miranda,1,1051,Homem,1970-1979,RJ,Pedro Miranda
22768,deus,pedro-miranda,1,3257,Homem,1970-1979,RJ,Pedro Miranda
22769,dia,pedro-miranda,8,4842,Homem,1970-1979,RJ,Pedro Miranda
22770,dizer,pedro-miranda,11,8012,Homem,1970-1979,RJ,Pedro Miranda
22771,doce,pedro-miranda,1,690,Homem,1970-1979,RJ,Pedro Miranda
22772,dor,pedro-miranda,3,2290,Homem,1970-1979,RJ,Pedro Miranda
22773,encontrar,pedro-miranda,4,2135,Homem,1970-1979,RJ,Pedro Miranda
22774,entregar,pedro-miranda,1,774,Homem,1970-1979,RJ,Pedro Miranda
22775,errar,pedro-miranda,1,872,Homem,1970-1979,RJ,Pedro Miranda
22776,esperançar,pedro-miranda,4,622,Homem,1970-1979,RJ,Pedro Miranda
22777,esperar,pedro-miranda,1,1753,Homem,1970-1979,RJ,Pedro Miranda
22778,esquecer,pedro-miranda,1,2291,Homem,1970-1979,RJ,Pedro Miranda
22779,existir,pedro-miranda,2,1025,Homem,1970-1979,RJ,Pedro Miranda
22780,falar,pedro-miranda,4,2676,Homem,1970-1979,RJ,Pedro Miranda
22781,falir,pedro-miranda,3,940,Homem,1970-1979,RJ,Pedro Miranda
22782,feliz,pedro-miranda,1,2585,Homem,1970-1979,RJ,Pedro Miranda
22783,festa,pedro-miranda,1,808,Homem,1970-1979,RJ,Pedro Miranda
22784,fim,pedro-miranda,1,1834,Homem,1970-1979,RJ,Pedro Miranda
22785,flor,pedro-miranda,2,1265,Homem,1970-1979,RJ,Pedro Miranda
22786,forte,pedro-miranda,1,723,Homem,1970-1979,RJ,Pedro Miranda
